block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,cube0,1355.582275,2440048,6.170815,4.402897,5.483034,5.296206,566,0.026544,245,0.067738,10,0.000160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7990.000000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355.051636,2439093,4.310941,10.364924,10.376762,4.315402,1529,0.206920,541,0.068800,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
1,cube0,1368.500610,2463301,6.170815,4.402897,5.464420,5.296206,566,0.026756,245,0.068717,10,0.000456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7962.875000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.028320,2462451,4.310941,10.364924,10.376762,4.315402,1529,0.208959,541,0.071397,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
2,cube0,1366.507202,2459713,6.170815,4.402897,5.458501,5.296206,566,0.026978,245,0.073117,10,0.000152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7954.250000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365.995605,2458792,4.310941,10.364924,10.376762,4.315402,1529,0.199717,541,0.068066,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
3,cube0,1372.312256,2470162,6.170815,4.402897,5.459874,5.296206,566,0.027074,245,0.072543,10,0.000409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7956.250000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1371.747803,2469146,4.310941,10.364924,10.376762,4.315402,1529,0.201044,541,0.068801,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
4,cube0,1374.817261,2474671,6.170815,4.402897,5.435341,5.296206,566,0.027221,245,0.070531,10,0.000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7920.500000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374.379395,2473883,4.310941,10.364924,10.376762,4.315402,1529,0.199969,541,0.069806,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
5,cube0,1355.810059,2440458,6.170815,4.402897,5.410036,5.296206,566,0.026959,245,0.069792,10,0.000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7883.625000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
