block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aic_mte1_active_bw(GB/s),aic_mte2_active_bw(GB/s),
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146244.343750,263239823,88828.820312,0.607400,86500.117188,0.591477,4451.714844,0.030440,74.530174,732.068909,0.005006,18.175425,0.000000,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146262.859375,263273155,88838.125000,0.607387,86494.375000,0.591363,4465.177734,0.030528,74.305458,737.830566,0.005045,18.033495,0.000000,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146322.375000,263380282,88875.460938,0.607395,86525.992188,0.591338,4466.507812,0.030525,74.283340,735.558350,0.005027,18.089201,0.000000,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146319.000000,263374191,88861.507812,0.607314,86523.640625,0.591336,4477.528809,0.030601,74.100502,741.816101,0.005070,17.936607,0.000000,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146243.906250,263239020,88841.226562,0.607487,86504.304688,0.591507,4445.627441,0.030399,74.632233,707.975586,0.004841,18.793959,0.000000,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146246.781250,263244211,88829.914062,0.607397,86487.937500,0.591384,4469.115723,0.030559,74.239990,714.702209,0.004887,18.617075,0.000000,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146214.437500,263185979,88819.523438,0.607461,86490.578125,0.591532,4445.670898,0.030405,74.631508,703.305542,0.004810,18.918755,0.000000,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146222.937500,263201301,88821.367188,0.607438,86475.382812,0.591394,4462.834473,0.030521,74.344482,709.050537,0.004849,18.765467,0.000000,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146200.359375,263160639,88793.796875,0.607343,86455.421875,0.591349,4477.618652,0.030627,74.099007,705.396118,0.004825,18.862684,0.000000,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146217.781250,263192005,88775.640625,0.607147,86452.781250,0.591260,4514.826172,0.030877,73.488342,711.410583,0.004865,18.703213,0.000000,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146172.531250,263110545,88774.914062,0.607330,86443.406250,0.591379,4475.862793,0.030620,74.128082,711.415527,0.004867,18.703085,0.000000,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146217.046875,263190686,88789.742188,0.607246,86456.710938,0.591290,4498.825684,0.030768,73.749718,716.718323,0.004902,18.564705,0.000000,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146215.781250,263188418,88802.367188,0.607338,86459.101562,0.591312,4475.674805,0.030610,74.131187,731.591125,0.005004,18.187294,0.000000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146238.968750,263230140,88792.203125,0.607172,86466.054688,0.591265,4501.645508,0.030783,73.703514,737.534973,0.005043,18.040722,0.000000,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146228.343750,263211029,88801.054688,0.607277,86469.007812,0.591329,4501.996582,0.030787,73.697769,719.141113,0.004918,18.502159,0.000000,NA,NA,
