iter,runtime_us,speedup,status,label
0,98.62,1.0,baseline,"Baseline (MIX mode, 2 cores)"
1,98.62,1.0,no-change,
2,21.54,4.58,improved,Multi-core MatMul (CUBE_ONLY) + separate
3,23.24,4.24,regression,
4,21.54,4.58,no-change,
5,20.36,4.84,improved,LeakyReLU tile size sweep (8K/16K/20K/24
6,20.42,4.83,no-change,
7,20.66,4.77,no-change,
8,21.46,4.59,regression,
9,,,failed,
10,22.72,4.34,regression,
11,20.36,4.84,no-change,
12,21.74,4.53,regression,
13,20.36,4.84,no-change,
14,20.5,4.81,no-change,
15,21.32,4.62,no-change,
16,21.52,4.56,no-change,
17,21.3,4.63,no-change,
18,,,failed,
19,20.5,4.81,no-change,
20,20.5,4.81,no-change,
21,20.5,4.81,no-change,
22,20.9,4.72,no-change,
23,20.2,4.88,improved,enableSetOrgShape=false + enableSetDefin
24,20.36,4.84,no-change,
25,20.36,4.84,no-change,
26,20.36,4.84,no-change,
27,21.22,4.64,no-change,
28,20.36,4.84,no-change,
29,20.36,4.84,no-change,
30,20.36,4.84,no-change,
31,20.36,4.84,no-change,
32,20.36,4.84,no-change,
33,20.36,4.84,no-change,
34,20.36,4.84,no-change,
35,20.36,4.84,no-change,
36,20.36,4.84,no-change,
37,20.36,4.84,no-change,
38,20.36,4.84,no-change,
39,20.36,4.84,no-change,
40,20.36,4.84,no-change,
41,20.36,4.84,no-change,
42,20.36,4.84,no-change,
43,20.36,4.84,no-change,
44,20.36,4.84,no-change,
45,20.36,4.84,no-change,
46,20.36,4.84,no-change,
47,20.36,4.84,no-change,
48,20.36,4.84,no-change,
49,20.36,4.84,no-change,
50,20.36,4.84,no-change,
51,20.36,4.84,no-change,
52,20.36,4.84,no-change,
53,20.36,4.84,no-change,
54,20.36,4.84,no-change,
55,20.36,4.84,no-change,
56,20.36,4.84,no-change,
57,20.36,4.84,no-change,
58,20.36,4.84,no-change,
59,20.36,4.84,no-change,
60,20.36,4.84,no-change,
61,20.36,4.84,no-change,
62,20.36,4.84,no-change,
63,20.36,4.84,no-change,
64,20.36,4.84,no-change,
65,20.36,4.84,no-change,
66,20.36,4.84,no-change,
67,20.36,4.84,no-change,
68,20.36,4.84,no-change,
69,20.36,4.84,no-change,
70,20.36,4.84,no-change,
71,20.36,4.84,no-change,
72,20.36,4.84,no-change,
73,20.36,4.84,no-change,
74,20.36,4.84,no-change,
75,20.36,4.84,no-change,
76,20.36,4.84,no-change,
77,20.36,4.84,no-change,
78,20.36,4.84,no-change,
79,20.36,4.84,no-change,
80,20.36,4.84,no-change,
81,20.36,4.84,no-change,
82,20.36,4.84,no-change,
83,20.36,4.84,no-change,
84,20.36,4.84,no-change,
85,20.36,4.84,no-change,
86,20.36,4.84,no-change,
87,20.36,4.84,no-change,
88,20.36,4.84,no-change,
89,20.36,4.84,no-change,
90,20.36,4.84,no-change,
91,20.36,4.84,no-change,
92,20.36,4.84,no-change,
93,20.36,4.84,no-change,
94,20.36,4.84,no-change,
95,20.36,4.84,no-change,
96,20.36,4.84,no-change,
97,20.36,4.84,no-change,
98,20.36,4.84,no-change,
99,20.36,4.84,no-change,
100,20.36,4.84,no-change,
101,20.36,4.84,no-change,
102,20.36,4.84,no-change,
103,20.36,4.84,no-change,
104,21.5,4.58,no-change,
