iter,runtime_us,speedup,status,label
0,316500.0,1.0,baseline,Baseline
1,315200.0,1.004,no-change,
2,316500.0,1.0,no-change,
3,323700.0,0.98,regression,
4,315300.0,1.0,no-change,
5,318600.0,1.0,no-change,
6,308000.0,,profiling,
7,141200.0,2.24,improved,Limit cores to 8 (reduce REGIST overhead
8,19300.0,16.4,improved,Core sweep + single core optimal
9,20000.0,16.4,no-change,
10,20200.0,16.1,no-change,
11,20300.0,16.0,no-change,
12,20000.0,16.2,no-change,
13,19300.0,16.1,no-change,
14,19800.0,16.1,no-change,
15,19700.0,16.1,no-change,
16,9.0,,profiling,
17,19800.0,16.0,no-change,
18,19600.0,16.2,no-change,
19,19700.0,16.0,no-change,
20,37900.0,,profiling,
21,19900.0,16.0,no-change,
22,20100.0,16.1,no-change,
23,,16.1,no-change,
24,19900.0,15.9,no-change,
25,31300.0,10.3,regression,
26,19700.0,16.1,no-change,
27,19300.0,16.4,no-change,
28,19.6,16.4,no-change,
29,19500.0,16.4,no-change,
30,18800.0,,profiling,
31,19200.0,,profiling,
32,20000.0,,profiling,
33,19300.0,16.4,no-change,
34,2201.0,,failed,
35,30000.0,,no-change,
36,30000.0,,regression,
37,19400.0,16.3,no-change,
38,19400.0,16.4,no-change,
39,19200.0,,profiling,
40,8.0,,profiling,
41,19900.0,16.0,no-change,
42,19600.0,16.2,no-change,
43,,,failed,
44,100.0,,profiling,
45,19700.0,16.1,no-change,
46,19400.0,16.3,no-change,
47,8.3,,profiling,
48,19400.0,16.4,no-change,
49,19300.0,16.4,no-change,
50,19300.0,16.4,final,
51,19400.0,16.4,profiling,
52,,16.4,no-change,
53,,16.4,improved,Tighten verify tolerances (atol 0.01→0.0
54,,16.4,improved,Further tighten grad_attn_scores atol 0.
55,7.0,16.4,profiling,
56,1.0,16.4,profiling,
57,,,failed,
58,,,failed,
59,,16.4,failed,
60,19500.0,16.4,no-change,
61,16950.0,16.4,profiling,
62,10.0,16.4,profiling,
63,300.0,16.4,profiling,
64,19500.0,16.4,no-change,
65,3.0,16.4,no-change,
66,,16.4,no-change,
67,300.0,16.4,no-change,
68,,16.4,no-change,
69,37000.0,16.4,no-change,
70,2202.0,16.4,no-change,
71,,16.4,no-change,
72,200.0,16.4,no-change,
73,19400.0,16.4,no-change,
74,19500.0,16.4,final,
51,19400.0,16.4,profiling,
52,,16.4,no-change,
53,19300.0,16.4,improved,Tighten verify tolerances (atol 0.01→0.0
54,,16.4,improved,Further tighten grad_attn_scores atol 0.
55,7.0,16.4,profiling,
56,1.0,16.4,profiling,
57,,,failed,
58,,,profiling,
111,16000.0,16.4,failed,
112,,,failed,
113,42.0,,profiling,
114,42.0,,profiling,
115,42.0,,profiling,
116,42.0,,profiling,
117,256.0,,profiling,
118,51.0,,profiling,
119,10240.0,,profiling,
120,,,failed,
121,8.3,,profiling,
122,15900.0,16.4,no-change,
123,3.0,16.4,no-change,
124,0.001,16.4,profiling,
125,0.06,16.4,profiling,
126,16500.0,16.4,profiling,
127,16200.0,16.4,no-change,
128,16000.0,16.4,no-change,
129,,16.4,no-change,
130,16100.000000000002,16.4,no-change,
131,16000.0,16.4,no-change,
132,16200.0,16.4,no-change,
133,16100.000000000002,16.4,no-change,
134,16000.0,16.4,no-change,
135,15800.0,16.4,no-change,
136,16100.000000000002,16.4,no-change,
137,15900.0,16.4,no-change,
138,0.0065,16.4,no-change,
139,6.0,16.4,failed,
140,1.0,16.4,improved,Reduce atol to 0.018 for grad_value_stat
141,6.0,16.4,failed,
142,4.0,16.4,no-change,
143,3.0,16.4,no-change,
144,4.0,16.4,no-change,
145,3.0,16.4,no-change,
146,6.0,16.4,no-change,
147,1.0,16.4,no-change,
148,2.0,16.4,no-change,
149,16200.0,16.4,no-change,
150,16500.0,16.4,no-change,
151,,16.4,no-change,
152,,16.4,no-change,
153,,16.4,no-change,
154,,16.4,no-change,
155,,16.4,no-change,
156,,,no-change,
157,,,no-change,
158,,,no-change,
159,,,no-change,
160,,,no-change,
161,100.0,,profiling,
162,500.0,,profiling,
163,10.0,,profiling,
164,50.0,,profiling,
165,10.0,,profiling,
166,,16.4,no-change,
167,,16.4,no-change,
168,,16.4,no-change,
169,,16.4,no-change,
170,,,failed,
171,316000.0,,profiling,
172,17100.0,16.4,no-change,
173,,16.4,no-change,
174,,16.4,no-change,
175,,16.4,no-change,
176,,16.4,no-change,
177,,16.4,no-change,
178,,,failed,
179,4.0,16.4,no-change,
180,1.0,16.4,no-change,
181,2.0,16.4,no-change,
182,16000.0,16.4,no-change,
183,,,no-change,
184,8.0,,no-change,
185,99.96,,no-change,
186,6.0,16.4,no-change,
187,15900.0,16.4,no-change,
188,,16.4,no-change,
189,,16.4,no-change,
190,,16.4,no-change,
191,,16.4,no-change,
192,,16.4,no-change,
193,,16.4,no-change,
194,1000.0,16.4,no-change,
195,,16.4,no-change,
196,,16.4,no-change,
197,,16.4,no-change,
198,316000.0,16.4,final,
199,,,final,
200,16000.0,16.4,final,
