block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte1_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,vector0,NA,NA,NA,NA,NA,NA,146195.109375,263151199,0.019440,0.019202,0.000238,0.000000,0.000000,0.200499,0.000000,0.000000,0.095006,
1,vector0,NA,NA,NA,NA,NA,NA,146235.843750,263224524,0.019432,0.019194,0.000238,0.000000,0.000000,0.200443,0.000000,0.000000,0.094980,
2,vector0,NA,NA,NA,NA,NA,NA,146191.843750,263145332,0.019437,0.019199,0.000238,0.000000,0.000000,0.200504,0.000000,0.000000,0.095008,
3,vector0,NA,NA,NA,NA,NA,NA,146233.953125,263221119,0.019433,0.019195,0.000238,0.000000,0.000000,0.200446,0.000000,0.000000,0.094981,
4,vector0,NA,NA,NA,NA,NA,NA,146284.765625,263312588,0.019426,0.019189,0.000238,0.000000,0.000000,0.200376,0.000000,0.000000,0.094948,
5,vector0,NA,NA,NA,NA,NA,NA,146316.859375,263370335,0.019423,0.019186,0.000238,0.000000,0.000000,0.200332,0.000000,0.000000,0.094927,
6,vector0,NA,NA,NA,NA,NA,NA,146327.625000,263389713,0.019423,0.019185,0.000238,0.000000,0.000000,0.200318,0.000000,0.000000,0.094920,
7,vector0,NA,NA,NA,NA,NA,NA,146373.265625,263471875,0.019417,0.019179,0.000238,0.000000,0.000000,0.200255,0.000000,0.000000,0.094890,
8,vector0,NA,NA,NA,NA,NA,NA,146248.093750,263246575,0.019429,0.019191,0.000238,0.000000,0.000000,0.200427,0.000000,0.000000,0.094972,
9,vector0,NA,NA,NA,NA,NA,NA,146229.984375,263213962,0.019430,0.019192,0.000238,0.000000,0.000000,0.200451,0.000000,0.000000,0.094983,
10,vector0,NA,NA,NA,NA,NA,NA,146173.843750,263112928,0.019442,0.019204,0.000238,0.000000,0.000000,0.200528,0.000000,0.000000,0.095020,
11,vector0,NA,NA,NA,NA,NA,NA,146168.484375,263103275,0.019443,0.019205,0.000238,0.000000,0.000000,0.200536,0.000000,0.000000,0.095023,
12,vector0,NA,NA,NA,NA,NA,NA,146209.828125,263177698,0.019439,0.019202,0.000238,0.000000,0.000000,0.200479,0.000000,0.000000,0.094996,
13,vector0,NA,NA,NA,NA,NA,NA,146228.078125,263210524,0.019441,0.019203,0.000238,0.000000,0.000000,0.200454,0.000000,0.000000,0.094985,
14,vector0,NA,NA,NA,NA,NA,NA,146215.953125,263188727,0.019434,0.019196,0.000238,0.000000,0.000000,0.200471,0.000000,0.000000,0.094993,
15,vector0,NA,NA,NA,NA,NA,NA,146195.859375,263152558,0.019438,0.019200,0.000238,0.000000,0.000000,0.200498,0.000000,0.000000,0.095006,
16,vector0,NA,NA,NA,NA,NA,NA,1.163333,2094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17,vector0,NA,NA,NA,NA,NA,NA,1.792778,3227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18,vector0,NA,NA,NA,NA,NA,NA,1.377222,2479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19,vector0,NA,NA,NA,NA,NA,NA,1.542778,2777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20,vector0,NA,NA,NA,NA,NA,NA,0.973889,1753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21,vector0,NA,NA,NA,NA,NA,NA,1.303889,2347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22,vector0,NA,NA,NA,NA,NA,NA,1.703333,3066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
23,vector0,NA,NA,NA,NA,NA,NA,1.475000,2655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
