block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,cube0,1693.431152,3048176,4.977441,3.551421,4.641935,4.271973,566,0.021501,245,0.055095,10,0.000184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8386.125000,7717.750000,6416.000000,1.599739,103.000000,0.030166,0.000000,0.000000,7680.000000,2.237409,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1693.006714,3047412,3.477248,8.360452,8.370000,3.480846,1849,0.129589,621,0.062069,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,4.287411,6282.000000,1.975709,
1,cube0,1692.796143,3047033,4.977441,3.551421,4.644426,4.271973,566,0.021514,245,0.054911,10,0.000383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8390.625000,7717.750000,6416.000000,1.599739,103.000000,0.030166,0.000000,0.000000,7680.000000,2.237409,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1692.270508,3046087,3.477248,8.360452,8.370000,3.480846,1849,0.130840,621,0.063387,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,4.287411,6282.000000,1.975709,
2,cube0,1691.869995,3045366,4.977441,3.551421,4.594747,4.271973,566,0.021612,245,0.059086,10,0.000121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8300.875000,7717.750000,6416.000000,1.599739,103.000000,0.030166,0.000000,0.000000,7680.000000,2.237409,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691.380615,3044485,3.477248,8.360452,8.370000,3.480846,1849,0.122758,621,0.060581,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,4.287411,6282.000000,1.975709,
3,cube0,1695.266724,3051480,4.977441,3.551421,4.691130,4.271973,566,0.021746,245,0.057821,10,0.000159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8475.000000,7717.750000,6416.000000,1.599739,103.000000,0.030166,0.000000,0.000000,7680.000000,2.237409,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694.742188,3050536,3.477248,8.360452,8.370000,3.480846,1849,0.123730,621,0.061444,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,4.287411,6282.000000,1.975709,
4,cube0,1696.850586,3054331,4.977441,3.551421,4.557730,4.271973,566,0.021708,245,0.056457,10,0.000118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234.000000,7717.750000,6416.000000,1.599739,103.000000,0.030166,0.000000,0.000000,7680.000000,2.237409,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.401123,3053522,3.477248,8.360452,8.370000,3.480846,1849,0.123781,621,0.060846,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,4.287411,6282.000000,1.975709,
