block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146195.109375,263151199,0.091013,2.269482,2.269486,0.091015,26257,0.030663,5341,0.004830,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163837,13952.000000,0.051712,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146235.843750,263224524,0.090988,2.268850,2.268854,0.090989,26257,0.030837,5341,0.004871,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163513,13952.000000,0.051698,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146191.843750,263145332,0.091015,2.269532,2.269537,0.091017,26257,0.030331,5341,0.004832,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163863,13952.000000,0.051713,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146233.953125,263221119,0.090989,2.268879,2.268883,0.090991,26257,0.030435,5341,0.004874,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163528,13952.000000,0.051698,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146284.765625,263312588,0.090957,2.268091,2.268095,0.090959,26257,0.030649,5341,0.005004,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163123,13952.000000,0.051680,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146316.859375,263370335,0.090937,2.267593,2.267598,0.090939,26257,0.031009,5341,0.005045,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.162868,13952.000000,0.051669,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146327.625000,263389713,0.090931,2.267426,2.267431,0.090932,26257,0.030635,5341,0.005002,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.162783,13952.000000,0.051665,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146373.265625,263471875,0.090902,2.266719,2.266724,0.090904,26257,0.030890,5341,0.005048,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.162420,13952.000000,0.051649,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146248.093750,263246575,0.090980,2.268660,2.268664,0.090982,26257,0.030358,5341,0.004869,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163415,13952.000000,0.051693,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146229.984375,263213962,0.090991,2.268940,2.268945,0.090993,26257,0.030427,5341,0.004913,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163559,13952.000000,0.051700,
