block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aic_mte1_active_bw(GB/s),aic_mte2_active_bw(GB/s),
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146173.281250,263111921,88748.914062,0.607149,86416.781250,0.591194,4548.299805,0.031116,72.947502,692.548340,0.004738,19.212612,0.000000,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146171.859375,263109366,88749.843750,0.607161,86423.328125,0.591245,4537.191895,0.031040,73.126083,699.102234,0.004783,19.032501,0.000000,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146193.406250,263148135,88771.679688,0.607221,86433.617188,0.591228,4533.394043,0.031010,73.187347,695.281128,0.004756,19.137100,0.000000,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146163.921875,263095080,88743.039062,0.607147,86418.000000,0.591240,4537.740234,0.031046,73.117256,702.592224,0.004807,18.937960,0.000000,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146223.187500,263201743,88736.851562,0.606859,86406.898438,0.590925,4595.323730,0.031427,72.201027,720.772766,0.004929,18.460276,0.000000,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146237.843750,263228125,88757.843750,0.606942,86415.625000,0.590925,4583.677246,0.031344,72.384483,727.661682,0.004976,18.285509,0.000000,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146253.718750,263256685,88754.218750,0.606851,86421.437500,0.590901,4570.595703,0.031251,72.591652,761.831665,0.005209,17.465361,0.000000,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146237.765625,263227965,88748.875000,0.606881,86414.460938,0.590918,4565.161621,0.031217,72.678070,768.468323,0.005255,17.314526,0.000000,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146186.546875,263135788,88795.109375,0.607410,86468.429688,0.591494,4465.857910,0.030549,74.294151,719.263916,0.004920,18.499001,0.000000,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146223.640625,263202560,88791.250000,0.607229,86457.218750,0.591267,4512.406250,0.030860,73.527763,725.551086,0.004962,18.338701,0.000000,NA,NA,
