block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte1_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,vector0,NA,NA,NA,NA,NA,NA,146220.437500,263196808,0.019432,0.019194,0.000238,0.000000,0.000000,0.200464,0.000000,0.000000,0.094990,
1,vector0,NA,NA,NA,NA,NA,NA,146250.468750,263250849,0.019431,0.019193,0.000238,0.000000,0.000000,0.200423,0.000000,0.000000,0.094970,
2,vector0,NA,NA,NA,NA,NA,NA,146187.890625,263138193,0.019438,0.019200,0.000238,0.000000,0.000000,0.200509,0.000000,0.000000,0.095011,
3,vector0,NA,NA,NA,NA,NA,NA,146214.453125,263186020,0.019439,0.019201,0.000238,0.000000,0.000000,0.200473,0.000000,0.000000,0.094993,
4,vector0,NA,NA,NA,NA,NA,NA,146189.203125,263140575,0.019440,0.019202,0.000238,0.000000,0.000000,0.200507,0.000000,0.000000,0.095010,
5,vector0,NA,NA,NA,NA,NA,NA,146204.359375,263167853,0.019434,0.019196,0.000238,0.000000,0.000000,0.200486,0.000000,0.000000,0.095000,
6,vector0,NA,NA,NA,NA,NA,NA,146216.468750,263189625,0.019437,0.019199,0.000238,0.000000,0.000000,0.200470,0.000000,0.000000,0.094992,
7,vector0,NA,NA,NA,NA,NA,NA,146224.437500,263203993,0.019435,0.019197,0.000238,0.000000,0.000000,0.200459,0.000000,0.000000,0.094987,
8,vector0,NA,NA,NA,NA,NA,NA,146238.984375,263230184,0.019438,0.019200,0.000238,0.000000,0.000000,0.200439,0.000000,0.000000,0.094978,
9,vector0,NA,NA,NA,NA,NA,NA,146233.937500,263221088,0.019431,0.019193,0.000238,0.000000,0.000000,0.200446,0.000000,0.000000,0.094981,
10,vector0,NA,NA,NA,NA,NA,NA,146193.281250,263147910,0.019437,0.019200,0.000238,0.000000,0.000000,0.200502,0.000000,0.000000,0.095007,
11,vector0,NA,NA,NA,NA,NA,NA,146227.531250,263209569,0.019435,0.019197,0.000238,0.000000,0.000000,0.200455,0.000000,0.000000,0.094985,
12,vector0,NA,NA,NA,NA,NA,NA,146212.656250,263182777,0.019432,0.019195,0.000238,0.000000,0.000000,0.200475,0.000000,0.000000,0.094995,
13,vector0,NA,NA,NA,NA,NA,NA,146242.671875,263236811,0.019432,0.019194,0.000238,0.000000,0.000000,0.200434,0.000000,0.000000,0.094975,
14,vector0,NA,NA,NA,NA,NA,NA,146238.250000,263228845,0.019434,0.019196,0.000238,0.000000,0.000000,0.200440,0.000000,0.000000,0.094978,
15,vector0,NA,NA,NA,NA,NA,NA,146263.468750,263274248,0.019432,0.019194,0.000238,0.000000,0.000000,0.200405,0.000000,0.000000,0.094962,
16,vector0,NA,NA,NA,NA,NA,NA,1.393889,2509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17,vector0,NA,NA,NA,NA,NA,NA,1.635556,2944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18,vector0,NA,NA,NA,NA,NA,NA,1.139444,2051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19,vector0,NA,NA,NA,NA,NA,NA,1.399444,2519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20,vector0,NA,NA,NA,NA,NA,NA,1.315556,2368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21,vector0,NA,NA,NA,NA,NA,NA,1.721667,3099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22,vector0,NA,NA,NA,NA,NA,NA,1.768333,3183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
23,vector0,NA,NA,NA,NA,NA,NA,1.780556,3205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
