block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146220.437500,263196808,0.090997,2.269089,2.269093,0.090999,26257,0.031187,5341,0.004739,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163635,13952.000000,0.051703,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146250.468750,263250849,0.090979,2.268623,2.268627,0.090980,26257,0.031178,5341,0.004788,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163396,13952.000000,0.051692,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146187.890625,263138193,0.091018,2.269594,2.269598,0.091019,26257,0.031091,5341,0.004777,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163894,13952.000000,0.051715,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146214.453125,263186020,0.091001,2.269181,2.269186,0.091003,26257,0.031149,5341,0.004822,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163683,13952.000000,0.051705,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146189.203125,263140575,0.091017,2.269573,2.269578,0.091018,26257,0.031262,5341,0.004945,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163884,13952.000000,0.051714,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146204.359375,263167853,0.091007,2.269338,2.269343,0.091009,26257,0.031199,5341,0.004996,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163763,13952.000000,0.051709,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146216.468750,263189625,0.091000,2.269150,2.269155,0.091001,26257,0.030982,5341,0.005210,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163667,13952.000000,0.051704,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146224.437500,263203993,0.090995,2.269027,2.269031,0.090996,26257,0.031015,5341,0.005253,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163603,13952.000000,0.051702,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146238.984375,263230184,0.090986,2.268801,2.268806,0.090987,26257,0.030483,5341,0.004948,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163488,13952.000000,0.051696,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146233.937500,263221088,0.090989,2.268879,2.268884,0.090991,26257,0.030753,5341,0.004987,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163528,13952.000000,0.051698,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146193.281250,263147910,0.091014,2.269510,2.269515,0.091016,26257,0.030440,5341,0.004759,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163851,13952.000000,0.051713,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146227.531250,263209569,0.090993,2.268979,2.268983,0.090995,26257,0.030660,5341,0.004801,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163579,13952.000000,0.051700,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146212.656250,263182777,0.091002,2.269209,2.269214,0.091004,26257,0.030263,5341,0.004731,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163697,13952.000000,0.051706,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146242.671875,263236811,0.090983,2.268744,2.268748,0.090985,26257,0.030728,5341,0.004771,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163458,13952.000000,0.051695,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146238.250000,263228845,0.090986,2.268812,2.268817,0.090988,26257,0.030325,5341,0.004731,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163494,13952.000000,0.051697,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146263.468750,263274248,0.090971,2.268421,2.268426,0.090972,26257,0.030724,5341,0.004773,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163293,13952.000000,0.051688,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.393889,2509,0.000000,0.000000,0.513137,0.171046,1,0.000797,1,0.000797,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.635556,2944,0.000000,0.000000,0.437317,0.145772,1,0.000679,1,0.000679,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.139444,2051,0.000000,0.000000,0.627723,0.209241,1,0.000488,1,0.000488,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.399444,2519,0.000000,0.000000,0.511100,0.170367,1,0.000397,1,0.000397,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.315556,2368,0.000000,0.000000,0.543691,0.181230,1,0.000845,1,0.000845,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.721667,3099,0.000000,0.000000,0.415444,0.138481,1,0.000645,1,0.000645,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.768333,3183,0.000000,0.000000,0.404480,0.134827,1,0.000628,1,0.000628,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.780556,3205,0.000000,0.000000,0.401704,0.133901,1,0.000624,1,0.000624,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
