block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,cube0,1104.762817,1988573,7.674502,5.475782,6.428348,6.586771,566,0.032903,245,0.091235,10,0.000193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7532.125000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104.224976,1987605,5.361419,12.890620,12.905342,5.366967,1529,0.252637,541,0.088638,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
1,cube0,1107.276123,1993097,7.674502,5.475782,6.471554,6.586664,566,0.033019,245,0.091459,10,0.000195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7582.750000,7717.625000,6416.000000,2.466569,102.500000,0.046285,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.802246,1992244,5.361419,12.890620,12.905342,5.366967,1529,0.251644,541,0.089302,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
2,cube0,1104.390503,1987903,7.674502,5.475782,6.484995,6.586771,566,0.032976,245,0.088506,10,0.000195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7598.500000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103.796143,1986833,5.361419,12.890620,12.905342,5.366967,1529,0.261014,541,0.087844,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
3,cube0,1105.582764,1990049,7.674502,5.475782,6.493104,6.586771,566,0.033135,245,0.086218,10,0.000187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7608.000000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.037720,1989068,5.361419,12.890620,12.905342,5.366967,1529,0.259212,541,0.089067,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
4,cube0,1103.360596,1986049,7.674502,5.475782,6.520734,6.586771,566,0.033596,245,0.086691,10,0.000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7640.375000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.719482,1984895,5.361419,12.890620,12.905342,5.366967,1529,0.250706,541,0.086930,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
5,cube0,1114.810059,2006658,7.674502,5.475782,6.522548,6.586771,566,0.033926,245,0.089094,10,0.000197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7642.500000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114.286621,2005716,5.361419,12.890620,12.905342,5.366967,1529,0.252342,541,0.086892,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
6,cube0,1103.271118,1985888,7.674502,5.475782,6.501745,6.586771,566,0.033392,245,0.089623,10,0.000200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7618.125000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.630615,1984735,5.361419,12.890620,12.905342,5.366967,1529,0.251233,541,0.086292,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
7,cube0,1114.592163,2006266,7.674502,5.475782,6.520414,6.586771,566,0.033816,245,0.089183,10,0.000187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7640.000000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114.057739,2005304,5.361419,12.890620,12.905342,5.366967,1529,0.259127,541,0.087541,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
8,cube0,1099.261719,1978671,7.674502,5.475782,6.487983,6.586771,566,0.033668,245,0.086900,10,0.000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7602.000000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098.561157,1977410,5.361419,12.890620,12.905342,5.366967,1529,0.247249,541,0.086764,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
9,cube0,1099.262817,1978673,7.674502,5.475782,6.492890,6.586771,566,0.033537,245,0.083997,10,0.000186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7607.750000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098.617798,1977512,5.361419,12.890620,12.905342,5.366967,1529,0.248124,541,0.087904,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
10,cube0,1096.636108,1973945,7.674502,5.475782,6.504625,6.586771,566,0.033380,245,0.085225,10,0.000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7621.500000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.088867,1972960,5.361419,12.890620,12.905342,5.366967,1529,0.248297,541,0.086931,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
11,cube0,1103.676636,1986618,7.674502,5.475782,6.476248,6.586771,566,0.033409,245,0.086310,10,0.000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7588.250000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103.100586,1985581,5.361419,12.890620,12.905342,5.366967,1529,0.248120,541,0.087552,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
12,cube0,1101.864502,1983356,7.674502,5.475782,6.506546,6.586771,566,0.032648,245,0.097860,10,0.000182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7623.750000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101.349487,1982429,5.361419,12.890620,12.905342,5.366967,1529,0.244341,541,0.086362,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
13,cube0,1102.088379,1983759,7.674502,5.475782,6.537270,6.586771,566,0.032457,245,0.099952,10,0.000254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7659.750000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101.599487,1982879,5.361419,12.890620,12.905342,5.366967,1529,0.246058,541,0.086881,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
14,cube0,1098.961670,1978131,7.674502,5.475782,6.551139,6.586771,566,0.033354,245,0.086635,10,0.000437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7676.000000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098.506104,1977311,5.361419,12.890620,12.905342,5.366967,1529,0.250040,541,0.084264,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
15,cube0,1106.109985,1990998,7.674502,5.475782,6.553912,6.586771,566,0.033304,245,0.090634,10,0.000394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7679.250000,7717.750000,6416.000000,2.466569,103.000000,0.046511,0.000000,0.000000,7680.000000,3.449764,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.603882,1990087,5.361419,12.890620,12.905342,5.366967,1529,0.249234,541,0.085076,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,6.610574,6282.000000,3.046261,
16,cube0,20.200556,36361,0.027524,0.013655,0.008748,0.019416,6,0.000004,5,0.000037,10,0.000537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.250000,22.750000,16.000000,0.006151,43.000000,0.019417,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.182777,25529,0.000000,0.000000,0.006188,0.005547,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
17,cube0,20.221111,36398,0.027524,0.013655,0.009281,0.019416,6,0.000004,5,0.000036,10,0.000453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.875000,22.750000,16.000000,0.006151,43.000000,0.019417,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.460556,26029,0.000000,0.000000,0.006188,0.005547,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
18,cube0,19.701111,35462,0.027524,0.013655,0.008215,0.019416,6,0.000004,5,0.000038,10,0.000278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.625000,22.750000,16.000000,0.006151,43.000000,0.019417,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.157778,23684,0.000000,0.000000,0.006188,0.005547,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
19,cube0,18.565001,33417,0.027524,0.013655,0.008855,0.019416,6,0.000004,5,0.000037,10,0.000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.375000,22.750000,16.000000,0.006151,43.000000,0.019417,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
